  0.5000  29.2747
  0.6000  23.1677
  0.7000  18.6192
  0.8000  15.1944
  0.9000  12.5797
  1.0000  10.5536
  1.1000   8.9603
  1.2000   7.6897
  1.3000   6.6632
  1.4000   5.8239
  1.5000   5.1300
  1.6000   4.5505
  1.7000   4.0622
  1.8000   3.6471
  1.9000   3.2915
  2.0000   2.9848
  2.1000   2.7185
  2.2000   2.4859
  2.3000   2.2817
  2.4000   2.1013
  2.5000   1.9413
  2.6000   1.7988
  2.7000   1.6713
  2.8000   1.5568
  2.9000   1.4535
  3.0000   1.3602
  3.1000   1.2755
  3.2000   1.1984
  3.3000   1.1281
  3.4000   1.0638
  3.5000   1.0047
  3.6000   0.9505
  3.7000   0.9005
  3.8000   0.8543
  3.9000   0.8116
  4.0000   0.7720
  4.1000   0.7352
  4.2000   0.7010
  4.3000   0.6691
  4.4000   0.6393
  4.5000   0.6114
  4.6000   0.5854
  4.7000   0.5609
  4.8000   0.5380
  4.9000   0.5164
  5.0000   0.4961
  5.1000   0.4770
  5.2000   0.4590
  5.3000   0.4419
  5.4000   0.4258
  5.5000   0.4106
  5.6000   0.3961
  5.7000   0.3824
  5.8000   0.3694
  5.9000   0.3571
  6.0000   0.3453
  6.1000   0.3341
  6.2000   0.3235
  6.3000   0.3134
  6.4000   0.3037
  6.5000   0.2945
  6.6000   0.2856
  6.7000   0.2772
  6.8000   0.2692
  6.9000   0.2614
  7.0000   0.2541
  7.1000   0.2470
  7.2000   0.2402
  7.3000   0.2337
  7.4000   0.2274
  7.5000   0.2214
  7.6000   0.2156
  7.7000   0.2101
  7.8000   0.2048
  7.9000   0.1996
  8.0000   0.1947
  8.1000   0.1899
  8.2000   0.1853
  8.3000   0.1809
  8.4000   0.1766
  8.5000   0.1725
  8.6000   0.1685
  8.7000   0.1647
  8.8000   0.1610
  8.9000   0.1574
  9.0000   0.1539
  9.1000   0.1506
  9.2000   0.1473
  9.3000   0.1442
  9.4000   0.1411
  9.5000   0.1382
  9.6000   0.1353
  9.7000   0.1325
  9.8000   0.1299
  9.9000   0.1273
